,DATE,DailyMaxDewPointTemperature,DailyMaxDryBulbTemperature,DailyMaxWetBulbTemperature,DailyMaxRealTemperature,DailyMinDewPointTemperature,DailyMinDryBulbTemperature,DailyMinWetBulbTemperature,DailyMinRealTemperature,DailyAveragePrecipitation,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWetBulbTemperature,DailyAverageRealTemperature,High,Low,Open,Close,Volume,Adj Close
2379,2012-01-03 00:00:00,34.0,45.0,0.0,40.8,32.0,32.0,0.0,32.0,0.0,80.81944,32.694443,38.041668,0.0,36.530556,35.189998626708984,34.0099983215332,34.060001373291016,34.97999954223633,44102800.0,26.54966163635254
2451,2012-01-04 00:00:00,39.0,50.0,0.0,44.8,30.0,30.0,0.0,30.0,0.0,80.21918,33.232876,39.61644,0.0,37.18904,35.150001525878906,34.33000183105469,34.439998626708984,34.95000076293945,36571200.0,26.71784019470215
2525,2012-01-05 00:00:00,39.0,48.0,0.0,44.8,21.0,36.0,0.0,29.8,0.0,55.985714,27.357143,42.42857,0.0,36.16,35.91999816894531,34.400001525878906,34.709999084472656,35.68000030517578,38381400.0,27.275901794433594
2596,2012-01-06 00:00:00,27.0,37.0,0.0,33.0,23.0,25.0,0.0,24.4,0.0,76.57746,24.408451,31.084507,0.0,29.092958,35.77000045776367,35.13999938964844,35.689998626708984,35.36000061035156,33160600.0,27.03127098083496
2811,2012-01-09 00:00:00,36.0,43.0,0.0,37.8,28.0,28.0,0.0,28.0,0.0,78.59722,29.972221,36.51389,0.0,34.252777,35.68000030517578,34.9900016784668,35.439998626708984,35.29999923706055,23001800.0,26.985403060913086
2884,2012-01-10 00:00:00,36.0,36.0,0.0,36.0,10.0,25.0,0.0,20.2,0.002394366,72.70422,23.408451,32.676056,0.0,28.867605,36.349998474121094,35.7599983215332,36.06999969482422,36.04999923706055,35972800.0,27.558748245239258
2956,2012-01-11 00:00:00,18.0,27.0,0.0,22.2,12.0,16.0,0.0,14.8,0.0,72.52778,14.277778,22.208334,0.0,19.772223,36.7400016784668,35.65999984741211,35.79999923706055,36.65999984741211,29852900.0,28.025060653686523
3028,2012-01-12 00:00:00,19.0,27.0,0.0,23.2,14.0,18.0,0.0,18.0,0.0,80.71429,16.9,21.957144,0.0,20.757143,37.04999923706055,36.16999816894531,36.81999969482422,36.849998474121094,39420700.0,28.170318603515625
3098,2012-01-13 00:00:00,19.0,27.0,0.0,24.2,16.0,19.0,0.0,18.8,0.0,81.81944,18.319445,23.166666,0.0,21.955555,35.91999816894531,35.130001068115234,35.2599983215332,35.91999816894531,61571500.0,27.459362030029297
3385,2012-01-17 00:00:00,27.0,32.0,0.0,31.0,9.0,18.0,0.0,16.2,0.0,82.861115,21.916666,26.625,0.0,25.344444,35.68000030517578,34.5,34.849998474121094,34.90999984741211,55115100.0,26.687265396118164
