,DATE,DailyMaxDewPointTemperature,DailyMaxDryBulbTemperature,DailyMaxWetBulbTemperature,DailyMaxRealTemperature,DailyMinDewPointTemperature,DailyMinDryBulbTemperature,DailyMinWetBulbTemperature,DailyMinRealTemperature,DailyAveragePrecipitation,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWetBulbTemperature,DailyAverageRealTemperature,High,Low,Open,Close,Volume,Adj Close
2379,2012-01-03 00:00:00,34.0,45.0,0.0,40.8,32.0,32.0,0.0,32.0,0.0,80.81944,32.694443,38.041668,0.0,36.530556,44.16999816894531,43.61000061035156,44.09000015258789,43.63999938964844,808500.0,34.92877960205078
2451,2012-01-04 00:00:00,39.0,50.0,0.0,44.8,30.0,30.0,0.0,30.0,0.0,80.21918,33.232876,39.61644,0.0,37.18904,43.619998931884766,43.08000183105469,43.560001373291016,43.25,732400.0,34.61663818359375
2525,2012-01-05 00:00:00,39.0,48.0,0.0,44.8,21.0,36.0,0.0,29.8,0.0,55.985714,27.357143,42.42857,0.0,36.16,43.43000030517578,42.380001068115234,43.09000015258789,43.400001525878906,1118600.0,34.736690521240234
2596,2012-01-06 00:00:00,27.0,37.0,0.0,33.0,23.0,25.0,0.0,24.4,0.0,76.57746,24.408451,31.084507,0.0,29.092958,43.70000076293945,43.209999084472656,43.34000015258789,43.56999969482422,965600.0,34.87276077270508
2811,2012-01-09 00:00:00,36.0,43.0,0.0,37.8,28.0,28.0,0.0,28.0,0.0,78.59722,29.972221,36.51389,0.0,34.252777,43.880001068115234,43.45000076293945,43.65999984741211,43.77000045776367,686600.0,35.032833099365234
2884,2012-01-10 00:00:00,36.0,36.0,0.0,36.0,10.0,25.0,0.0,20.2,0.002394366,72.70422,23.408451,32.676056,0.0,28.867605,44.84000015258789,44.08000183105469,44.08000183105469,44.65999984741211,1041700.0,35.745182037353516
2956,2012-01-11 00:00:00,18.0,27.0,0.0,22.2,12.0,16.0,0.0,14.8,0.0,72.52778,14.277778,22.208334,0.0,19.772223,44.880001068115234,44.400001525878906,44.5,44.849998474121094,923700.0,35.897247314453125
3028,2012-01-12 00:00:00,19.0,27.0,0.0,23.2,14.0,18.0,0.0,18.0,0.0,80.71429,16.9,21.957144,0.0,20.757143,45.060001373291016,44.689998626708984,44.95000076293945,44.70000076293945,1064200.0,35.777191162109375
3098,2012-01-13 00:00:00,19.0,27.0,0.0,24.2,16.0,19.0,0.0,18.8,0.0,81.81944,18.319445,23.166666,0.0,21.955555,44.61000061035156,43.900001525878906,44.36000061035156,43.939998626708984,966600.0,35.16889953613281
3385,2012-01-17 00:00:00,27.0,32.0,0.0,31.0,9.0,18.0,0.0,16.2,0.0,82.861115,21.916666,26.625,0.0,25.344444,44.45000076293945,43.599998474121094,44.31999969482422,43.619998931884766,1295400.0,34.91276931762695
3458,2012-01-18 00:00:00,16.0,19.0,0.0,18.2,10.0,14.0,0.0,13.0,0.00055555557,84.388885,12.972222,17.277779,0.0,16.094444,43.83000183105469,43.34000015258789,43.61000061035156,43.81999969482422,1082500.0,35.07284927368164
3531,2012-01-19 00:00:00,14.0,18.0,0.0,16.8,9.0,14.0,0.0,13.0,0.0006944444,85.69444,11.625,15.583333,0.0,14.486111,43.79999923706055,43.5,43.77000045776367,43.540000915527344,1354400.0,34.848751068115234
3604,2012-01-20 00:00:00,21.0,23.0,0.0,22.4,12.0,16.0,0.0,14.8,0.00027777778,88.68056,17.125,20.194445,0.0,19.38889,44.099998474121094,43.59000015258789,43.619998931884766,44.0,1083400.0,35.21693420410156
3823,2012-01-23 00:00:00,32.0,36.0,0.0,33.0,25.0,25.0,0.0,25.0,0.00027777778,89.041664,27.694445,30.930555,0.0,29.88611,44.16999816894531,43.720001220703125,43.880001068115234,44.0,984900.0,35.21693420410156
3896,2012-01-24 00:00:00,32.0,32.0,0.0,32.0,18.0,19.0,0.0,19.4,0.004507042,89.35211,22.450705,25.309858,0.0,24.580282,43.689998626708984,42.72999954223633,43.060001373291016,42.84000015258789,1570500.0,34.28847885131836
3968,2012-01-25 00:00:00,36.0,41.0,0.0,38.6,25.0,28.0,0.0,28.0,0.0044444446,70.18056,28.805555,38.02778,0.0,34.769444,43.11000061035156,42.63999938964844,42.7400016784668,42.9900016784668,1155100.0,34.408538818359375
4041,2012-01-26 00:00:00,34.0,41.0,0.0,38.0,12.0,32.0,0.0,23.2,0.0027777778,69.80556,25.930555,35.59722,0.0,31.969444,43.439998626708984,42.869998931884766,43.150001525878906,43.16999816894531,881100.0,34.55259323120117
4114,2012-01-27 00:00:00,19.0,34.0,0.0,27.8,12.0,23.0,0.0,21.2,0.0,59.34722,16.166666,28.819445,0.0,24.297222,43.119998931884766,42.56999969482422,43.119998931884766,42.880001068115234,815200.0,34.32048797607422
4332,2012-01-30 00:00:00,37.0,41.0,0.0,39.8,32.0,34.0,0.0,33.4,0.00056338025,88.746475,34.183098,37.19718,0.0,36.433804,42.83000183105469,42.380001068115234,42.709999084472656,42.540000915527344,633100.0,34.04835891723633
4404,2012-01-31 00:00:00,32.0,45.0,0.0,38.8,28.0,34.0,0.0,33.0,0.0,75.44444,30.61111,38.0,0.0,35.52222,42.939998626708984,42.380001068115234,42.65999984741211,42.88999938964844,915800.0,34.3284912109375
4476,2012-02-01 00:00:00,34.0,36.0,0.0,35.4,28.0,32.0,0.0,30.6,0.0008333333,91.791664,31.027779,33.555557,0.0,32.669445,44.029998779296875,43.220001220703125,43.2400016784668,43.7599983215332,897000.0,35.024837493896484
4549,2012-02-02 00:00:00,32.0,36.0,0.0,34.6,32.0,32.0,0.0,32.0,0.0,95.875,32.0,33.25,0.0,32.825,43.9900016784668,43.220001220703125,43.869998931884766,43.41999816894531,818100.0,34.7526969909668
4622,2012-02-03 00:00:00,32.0,39.0,0.0,35.0,25.0,25.0,0.0,25.0,0.0,88.111115,27.069445,30.527779,0.0,29.447222,44.16999816894531,43.72999954223633,43.790000915527344,43.93000030517578,889000.0,35.1609001159668
4839,2012-02-06 00:00:00,27.0,36.0,0.0,33.0,16.0,18.0,0.0,17.4,0.0,79.22222,22.416666,28.180555,0.0,26.572222,43.90999984741211,43.459999084472656,43.810001373291016,43.61000061035156,593400.0,34.90476989746094
4911,2012-02-07 00:00:00,23.0,39.0,0.0,30.0,18.0,25.0,0.0,23.0,0.0,61.875,19.027779,31.152779,0.0,26.652779,44.09000015258789,43.459999084472656,43.459999084472656,43.959999084472656,795700.0,35.184906005859375
4983,2012-02-08 00:00:00,27.0,30.0,0.0,28.4,16.0,19.0,0.0,18.8,0.0,82.90278,21.152779,25.430555,0.0,24.572222,44.040000915527344,43.599998474121094,43.91999816894531,43.70000076293945,600500.0,34.976802825927734
5056,2012-02-09 00:00:00,30.0,32.0,0.0,31.4,25.0,27.0,0.0,27.0,0.0,90.74286,27.9,30.257143,0.0,29.751429,43.939998626708984,43.560001373291016,43.720001220703125,43.900001525878906,797400.0,35.13689041137695
5126,2012-02-10 00:00:00,32.0,36.0,0.0,34.6,28.0,30.0,0.0,30.0,0.0,96.38356,31.479452,32.52055,0.0,32.20274,43.689998626708984,43.16999816894531,43.599998474121094,43.16999816894531,993800.0,34.55259323120117
5345,2012-02-13 00:00:00,34.0,39.0,0.0,37.8,27.0,32.0,0.0,30.6,0.0,88.291664,32.52778,35.73611,0.0,34.869446,43.79999923706055,43.40999984741211,43.43000030517578,43.77000045776367,1081800.0,35.032833099365234
5417,2012-02-14 00:00:00,27.0,37.0,0.0,31.8,19.0,23.0,0.0,21.8,0.0,77.161766,22.470589,29.264706,0.0,27.038235,44.02000045776367,43.58000183105469,43.75,44.02000045776367,865400.0,35.232933044433594
5485,2012-02-15 00:00:00,25.0,37.0,0.0,31.8,21.0,23.0,0.0,22.4,0.0,83.12963,23.222221,28.018518,0.0,26.596296,44.540000915527344,43.86000061035156,44.099998474121094,43.86000061035156,1008500.0,35.10487747192383
5539,2012-02-16 00:00:00,30.0,32.0,0.0,31.4,23.0,25.0,0.0,24.4,0.0,87.69444,25.916666,29.277779,0.0,28.377777,45.9900016784668,44.7599983215332,45.25,45.099998474121094,3114100.0,36.097354888916016
5612,2012-02-17 00:00:00,30.0,34.0,0.0,32.6,27.0,28.0,0.0,28.0,0.0,90.43056,28.51389,31.38889,0.0,30.427778,45.599998474121094,44.75,45.09000015258789,45.43000030517578,1648400.0,36.36145782470703
5901,2012-02-21 00:00:00,37.0,45.0,0.0,41.8,30.0,32.0,0.0,31.4,0.0,89.763885,33.90278,36.666668,0.0,35.95,45.56999969482422,44.720001220703125,45.56999969482422,44.849998474121094,1018000.0,35.897247314453125
5973,2012-02-22 00:00:00,36.0,46.0,0.0,41.8,25.0,28.0,0.0,28.0,0.0,78.02778,32.305557,38.930557,0.0,36.7,44.939998626708984,44.34000015258789,44.7599983215332,44.40999984741211,1341700.0,35.54508590698242
6046,2012-02-23 00:00:00,28.0,43.0,0.0,34.0,18.0,27.0,0.0,25.8,0.0,70.416664,24.916666,34.319443,0.0,30.833334,44.52000045776367,44.08000183105469,44.209999084472656,44.400001525878906,719900.0,35.537078857421875
6118,2012-02-24 00:00:00,32.0,34.0,0.0,33.4,25.0,27.0,0.0,26.4,0.0026388888,92.513885,29.38889,31.25,0.0,30.88611,44.540000915527344,43.880001068115234,44.47999954223633,43.91999816894531,851900.0,35.15288543701172
6336,2012-02-27 00:00:00,19.0,28.0,0.0,23.2,10.0,14.0,0.0,13.6,0.0,72.97222,13.916667,21.694445,0.0,19.322222,44.08000183105469,43.7599983215332,43.939998626708984,43.84000015258789,824400.0,35.0888671875
6408,2012-02-28 00:00:00,18.0,32.0,0.0,27.0,7.0,9.0,0.0,8.6,0.0,75.375,13.680555,20.666666,0.0,18.605556,44.20000076293945,43.790000915527344,43.90999984741211,44.0,912400.0,35.21693420410156
6480,2012-02-29 00:00:00,28.0,34.0,0.0,31.8,16.0,21.0,0.0,20.0,0.0031944443,86.638885,23.597221,27.26389,0.0,26.269444,44.18000030517578,43.849998474121094,43.970001220703125,43.939998626708984,1461000.0,35.16889953613281
6553,2012-03-01 00:00:00,30.0,34.0,0.0,31.8,25.0,25.0,0.0,25.0,0.0029166667,91.05556,27.875,30.541666,0.0,29.663889,43.900001525878906,43.400001525878906,43.58000183105469,43.720001220703125,1232000.0,35.24952697753906
6626,2012-03-02 00:00:00,32.0,37.0,0.0,33.4,19.0,21.0,0.0,20.4,0.0,85.416664,25.61111,30.01389,0.0,28.527779,43.86000061035156,43.54999923706055,43.709999084472656,43.599998474121094,806800.0,35.15277862548828
6843,2012-03-05 00:00:00,37.0,48.0,0.0,41.2,27.0,34.0,0.0,32.0,0.0035211267,76.29578,33.774647,41.21127,0.0,38.51549,43.810001373291016,43.16999816894531,43.5,43.33000183105469,1288900.0,34.93509292602539
6915,2012-03-06 00:00:00,28.0,37.0,0.0,32.0,16.0,28.0,0.0,25.2,0.0,58.21127,19.112677,32.295776,0.0,27.470423,43.25,42.040000915527344,43.119998931884766,42.040000915527344,1740800.0,33.895015716552734
6987,2012-03-07 00:00:00,19.0,41.0,0.0,28.8,12.0,21.0,0.0,20.8,0.0,56.625,17.166666,32.069443,0.0,25.841667,42.31999969482422,41.959999084472656,42.22999954223633,42.11000061035156,1451900.0,33.95145034790039
7059,2012-03-08 00:00:00,27.0,48.0,0.0,37.0,19.0,27.0,0.0,24.2,0.0,61.291668,23.0,35.63889,0.0,30.741667,42.72999954223633,42.290000915527344,42.439998626708984,42.65999984741211,1320400.0,34.394893646240234
7131,2012-03-09 00:00:00,32.0,59.0,0.0,41.2,25.0,30.0,0.0,29.8,0.0,59.26389,27.88889,43.555557,0.0,36.03611,42.86000061035156,42.54999923706055,42.810001373291016,42.7599983215332,918800.0,34.475502014160156
7345,2012-03-12 00:00:00,34.0,37.0,0.0,35.4,23.0,28.0,0.0,27.0,0.007916667,82.708336,27.805555,32.86111,0.0,31.26389,42.849998474121094,42.47999954223633,42.79999923706055,42.779998779296875,847000.0,34.49164581298828
7418,2012-03-13 00:00:00,37.0,39.0,0.0,38.4,21.0,32.0,0.0,29.2,0.010138889,81.458336,30.541666,36.0,0.0,34.25,43.0099983215332,42.72999954223633,42.900001525878906,42.880001068115234,1081500.0,34.572269439697266
7491,2012-03-14 00:00:00,32.0,41.0,0.0,35.0,19.0,32.0,0.0,29.2,0.0019444444,72.5,25.902779,34.444443,0.0,31.402779,43.189998626708984,42.810001373291016,42.869998931884766,42.95000076293945,947400.0,34.62870407104492
7564,2012-03-15 00:00:00,43.0,45.0,0.0,44.4,32.0,32.0,0.0,32.0,0.021388888,93.833336,37.34722,39.125,0.0,38.580555,43.0099983215332,42.810001373291016,42.970001220703125,42.869998931884766,784000.0,34.564205169677734
7637,2012-03-16 00:00:00,39.0,43.0,0.0,40.8,28.0,34.0,0.0,32.6,0.0018055555,84.15278,34.680557,39.26389,0.0,37.85,43.189998626708984,42.869998931884766,42.880001068115234,43.11000061035156,1232600.0,34.7577018737793
7856,2012-03-19 00:00:00,32.0,41.0,0.0,34.6,16.0,32.0,0.0,25.8,0.0,67.5,24.01389,34.88889,0.0,30.51389,43.36000061035156,42.880001068115234,42.97999954223633,43.310001373291016,882400.0,34.9189567565918
7929,2012-03-20 00:00:00,34.0,36.0,0.0,35.4,16.0,28.0,0.0,25.8,0.0070270267,82.35135,25.81081,31.243244,0.0,29.34054,43.290000915527344,42.900001525878906,43.060001373291016,42.91999816894531,970100.0,34.60452651977539
7967,2012-03-21 00:00:00,32.0,41.0,0.0,37.0,25.0,32.0,0.0,31.0,0.0,77.5,29.026316,35.86842,0.0,33.526314,43.22999954223633,42.900001525878906,43.029998779296875,43.099998474121094,642200.0,34.74964904785156
8006,2012-03-26 00:00:00,37.0,39.0,0.0,38.4,36.0,36.0,0.0,36.0,0.004102564,95.333336,36.333332,37.102566,0.0,37.266666,44.7400016784668,43.970001220703125,44.0099983215332,44.72999954223633,1426700.0,36.063838958740234
8046,2012-03-27 00:00:00,37.0,52.0,0.0,44.4,30.0,30.0,0.0,30.0,0.0,77.138885,34.34722,41.791668,0.0,38.919445,45.40999984741211,44.58000183105469,44.7400016784668,45.25,1990500.0,36.483097076416016
8119,2012-03-28 00:00:00,41.0,46.0,0.0,44.6,34.0,37.0,0.0,37.0,0.002361111,84.916664,36.875,41.25,0.0,39.891666,45.33000183105469,44.77000045776367,45.220001220703125,45.02000045776367,1538800.0,36.29765319824219
