,DATE,DailyMaxDewPointTemperature,DailyMaxDryBulbTemperature,DailyMaxWetBulbTemperature,DailyMaxRealTemperature,DailyMinDewPointTemperature,DailyMinDryBulbTemperature,DailyMinWetBulbTemperature,DailyMinRealTemperature,DailyAveragePrecipitation,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWetBulbTemperature,DailyAverageRealTemperature,High,Low,Open,Close,Volume,Adj Close
2379,2012-01-03 00:00:00,34.0,45.0,0.0,40.8,32.0,32.0,0.0,32.0,0.0,80.81944,32.694443,38.041668,0.0,36.530556,16.290000915527344,15.710000038146973,15.760000228881836,16.079999923706055,25777400.0,13.24344539642334
2451,2012-01-04 00:00:00,39.0,50.0,0.0,44.8,30.0,30.0,0.0,30.0,0.0,80.21918,33.232876,39.61644,0.0,37.18904,16.079999923706055,15.5,15.75,15.9399995803833,20699600.0,13.128141403198242
2525,2012-01-05 00:00:00,39.0,48.0,0.0,44.8,21.0,36.0,0.0,29.8,0.0,55.985714,27.357143,42.42857,0.0,36.16,16.399999618530273,15.430000305175781,15.59000015258789,16.280000686645508,30615100.0,13.40816879272461
2596,2012-01-06 00:00:00,27.0,37.0,0.0,33.0,23.0,25.0,0.0,24.4,0.0,76.57746,24.408451,31.084507,0.0,29.092958,16.25,15.800000190734863,16.079999923706055,15.899999618530273,21677700.0,13.095196723937988
2811,2012-01-09 00:00:00,36.0,43.0,0.0,37.8,28.0,28.0,0.0,28.0,0.0,78.59722,29.972221,36.51389,0.0,34.252777,16.450000762939453,15.930000305175781,16.0,16.200000762939453,19102900.0,13.342280387878418
2884,2012-01-10 00:00:00,36.0,36.0,0.0,36.0,10.0,25.0,0.0,20.2,0.002394366,72.70422,23.408451,32.676056,0.0,28.867605,16.959999084472656,16.489999771118164,16.670000076293945,16.889999389648438,25241000.0,13.91055679321289
2956,2012-01-11 00:00:00,18.0,27.0,0.0,22.2,12.0,16.0,0.0,14.8,0.0,72.52778,14.277778,22.208334,0.0,19.772223,17.139999389648438,16.510000228881836,16.65999984741211,17.100000381469727,21695000.0,14.083518028259277
3028,2012-01-12 00:00:00,19.0,27.0,0.0,23.2,14.0,18.0,0.0,18.0,0.0,80.71429,16.9,21.957144,0.0,20.757143,17.31999969482422,16.649999618530273,17.1200008392334,17.170000076293945,22256700.0,14.141167640686035
3098,2012-01-13 00:00:00,19.0,27.0,0.0,24.2,16.0,19.0,0.0,18.8,0.0,81.81944,18.319445,23.166666,0.0,21.955555,16.850000381469727,16.350000381469727,16.579999923706055,16.6299991607666,22020700.0,13.696422576904297
3385,2012-01-17 00:00:00,27.0,32.0,0.0,31.0,9.0,18.0,0.0,16.2,0.0,82.861115,21.916666,26.625,0.0,25.344444,16.989999771118164,16.100000381469727,16.59000015258789,16.25,24135700.0,13.38346004486084
