,DATE,DailyMaxDewPointTemperature,DailyMaxDryBulbTemperature,DailyMaxWetBulbTemperature,DailyMaxRealTemperature,DailyMinDewPointTemperature,DailyMinDryBulbTemperature,DailyMinWetBulbTemperature,DailyMinRealTemperature,DailyAveragePrecipitation,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWetBulbTemperature,DailyAverageRealTemperature,High,Low,Open,Close,Volume,Adj Close
3458,2012-01-18 00:00:00,16.0,19.0,0.0,18.2,10.0,14.0,0.0,13.0,0.00055555557,84.388885,12.972222,17.277779,0.0,16.094444,61.97999954223633,61.29999923706055,61.650001525878906,61.959999084472656,840300.0,47.65822982788086
3531,2012-01-19 00:00:00,14.0,18.0,0.0,16.8,9.0,14.0,0.0,13.0,0.0006944444,85.69444,11.625,15.583333,0.0,14.486111,62.459999084472656,61.58000183105469,61.65999984741211,62.45000076293945,1445500.0,48.035125732421875
3604,2012-01-20 00:00:00,21.0,23.0,0.0,22.4,12.0,16.0,0.0,14.8,0.00027777778,88.68056,17.125,20.194445,0.0,19.38889,62.13999938964844,61.33000183105469,61.5,62.11000061035156,1474700.0,47.77360153198242
3823,2012-01-23 00:00:00,32.0,36.0,0.0,33.0,25.0,25.0,0.0,25.0,0.00027777778,89.041664,27.694445,30.930555,0.0,29.88611,62.130001068115234,60.810001373291016,61.61000061035156,61.13999938964844,1461800.0,47.027503967285156
3896,2012-01-24 00:00:00,32.0,32.0,0.0,32.0,18.0,19.0,0.0,19.4,0.004507042,89.35211,22.450705,25.309858,0.0,24.580282,61.459999084472656,60.560001373291016,60.849998474121094,61.439998626708984,1254700.0,47.25825881958008
3968,2012-01-25 00:00:00,36.0,41.0,0.0,38.6,25.0,28.0,0.0,28.0,0.0044444446,70.18056,28.805555,38.02778,0.0,34.769444,62.220001220703125,60.9900016784668,61.13999938964844,62.16999816894531,918700.0,47.81975173950195
4041,2012-01-26 00:00:00,34.0,41.0,0.0,38.0,12.0,32.0,0.0,23.2,0.0027777778,69.80556,25.930555,35.59722,0.0,31.969444,62.58000183105469,61.72999954223633,62.33000183105469,61.88999938964844,1227200.0,47.60438537597656
4114,2012-01-27 00:00:00,19.0,34.0,0.0,27.8,12.0,23.0,0.0,21.2,0.0,59.34722,16.166666,28.819445,0.0,24.297222,61.66999816894531,61.27000045776367,61.29999923706055,61.54999923706055,1051900.0,47.34286880493164
4332,2012-01-30 00:00:00,37.0,41.0,0.0,39.8,32.0,34.0,0.0,33.4,0.00056338025,88.746475,34.183098,37.19718,0.0,36.433804,61.290000915527344,60.95000076293945,61.189998626708984,61.11000061035156,888400.0,47.004432678222656
4404,2012-01-31 00:00:00,32.0,45.0,0.0,38.8,28.0,34.0,0.0,33.0,0.0,75.44444,30.61111,38.0,0.0,35.52222,61.220001220703125,60.52000045776367,61.20000076293945,60.79999923706055,1051500.0,46.7659912109375
4476,2012-02-01 00:00:00,34.0,36.0,0.0,35.4,28.0,32.0,0.0,30.6,0.0008333333,91.791664,31.027779,33.555557,0.0,32.669445,62.91999816894531,61.619998931884766,61.77000045776367,62.7400016784668,1590500.0,48.258182525634766
4549,2012-02-02 00:00:00,32.0,36.0,0.0,34.6,32.0,32.0,0.0,32.0,0.0,95.875,32.0,33.25,0.0,32.825,63.189998626708984,62.59000015258789,62.90999984741211,63.0099983215332,1589200.0,48.46586227416992
4622,2012-02-03 00:00:00,32.0,39.0,0.0,35.0,25.0,25.0,0.0,25.0,0.0,88.111115,27.069445,30.527779,0.0,29.447222,64.63999938964844,63.41999816894531,63.45000076293945,64.55999755859375,1952600.0,49.65808868408203
4839,2012-02-06 00:00:00,27.0,36.0,0.0,33.0,16.0,18.0,0.0,17.4,0.0,79.22222,22.416666,28.180555,0.0,26.572222,64.3499984741211,63.470001220703125,63.65999984741211,64.05000305175781,2146300.0,49.265804290771484
4911,2012-02-07 00:00:00,23.0,39.0,0.0,30.0,18.0,25.0,0.0,23.0,0.0,61.875,19.027779,31.152779,0.0,26.652779,64.95999908447266,64.3499984741211,64.47000122070312,64.81999969482422,2302900.0,49.85807418823242
4983,2012-02-08 00:00:00,27.0,30.0,0.0,28.4,16.0,19.0,0.0,18.8,0.0,82.90278,21.152779,25.430555,0.0,24.572222,64.91000366210938,64.31999969482422,64.66999816894531,64.44999694824219,839400.0,49.5734748840332
5056,2012-02-09 00:00:00,30.0,32.0,0.0,31.4,25.0,27.0,0.0,27.0,0.0,90.74286,27.9,30.257143,0.0,29.751429,65.30999755859375,64.61000061035156,65.02999877929688,65.25,1340200.0,50.188819885253906
5126,2012-02-10 00:00:00,32.0,36.0,0.0,34.6,28.0,30.0,0.0,30.0,0.0,96.38356,31.479452,32.52055,0.0,32.20274,64.33000183105469,64.0,64.08999633789062,64.2699966430664,882000.0,49.435020446777344
5345,2012-02-13 00:00:00,34.0,39.0,0.0,37.8,27.0,32.0,0.0,30.6,0.0,88.291664,32.52778,35.73611,0.0,34.869446,65.1500015258789,64.62999725341797,64.73999786376953,64.9800033569336,1057500.0,49.98115158081055
5417,2012-02-14 00:00:00,27.0,37.0,0.0,31.8,19.0,23.0,0.0,21.8,0.0,77.161766,22.470589,29.264706,0.0,27.038235,65.30000305175781,64.41999816894531,65.16000366210938,64.70999908447266,987500.0,49.77346420288086
5485,2012-02-15 00:00:00,25.0,37.0,0.0,31.8,21.0,23.0,0.0,22.4,0.0,83.12963,23.222221,28.018518,0.0,26.596296,64.91000366210938,64.08000183105469,64.76000213623047,64.2300033569336,706900.0,49.40426254272461
5539,2012-02-16 00:00:00,30.0,32.0,0.0,31.4,23.0,25.0,0.0,24.4,0.0,87.69444,25.916666,29.277779,0.0,28.377777,65.5,64.4800033569336,64.66000366210938,65.37000274658203,1493000.0,50.28112030029297
5612,2012-02-17 00:00:00,30.0,34.0,0.0,32.6,27.0,28.0,0.0,28.0,0.0,90.43056,28.51389,31.38889,0.0,30.427778,65.68000030517578,65.16999816894531,65.37999725341797,65.37000274658203,628300.0,50.28112030029297
5901,2012-02-21 00:00:00,37.0,45.0,0.0,41.8,30.0,32.0,0.0,31.4,0.0,89.763885,33.90278,36.666668,0.0,35.95,65.9800033569336,65.25,65.80999755859375,65.48999786376953,520100.0,50.37342071533203
5973,2012-02-22 00:00:00,36.0,46.0,0.0,41.8,25.0,28.0,0.0,28.0,0.0,78.02778,32.305557,38.930557,0.0,36.7,65.97000122070312,65.27999877929688,65.5999984741211,65.75,1114800.0,50.57341003417969
6046,2012-02-23 00:00:00,28.0,43.0,0.0,34.0,18.0,27.0,0.0,25.8,0.0,70.416664,24.916666,34.319443,0.0,30.833334,66.06999969482422,65.38999938964844,65.9000015258789,66.0,1141100.0,50.765708923339844
6118,2012-02-24 00:00:00,32.0,34.0,0.0,33.4,25.0,27.0,0.0,26.4,0.0026388888,92.513885,29.38889,31.25,0.0,30.88611,66.4800033569336,65.91999816894531,66.11000061035156,66.25,752700.0,50.9579963684082
6336,2012-02-27 00:00:00,19.0,28.0,0.0,23.2,10.0,14.0,0.0,13.6,0.0,72.97222,13.916667,21.694445,0.0,19.322222,66.27999877929688,65.69999694824219,65.80000305175781,65.98999786376953,466600.0,50.75800323486328
6408,2012-02-28 00:00:00,18.0,32.0,0.0,27.0,7.0,9.0,0.0,8.6,0.0,75.375,13.680555,20.666666,0.0,18.605556,67.06999969482422,66.58999633789062,66.7699966430664,66.8499984741211,940200.0,51.41950988769531
6480,2012-02-29 00:00:00,28.0,34.0,0.0,31.8,16.0,21.0,0.0,20.0,0.0031944443,86.638885,23.597221,27.26389,0.0,26.269444,68.1500015258789,67.06999969482422,68.12999725341797,67.25,1103100.0,51.72718048095703
6553,2012-03-01 00:00:00,30.0,34.0,0.0,31.8,25.0,25.0,0.0,25.0,0.0029166667,91.05556,27.875,30.541666,0.0,29.663889,68.55000305175781,67.83000183105469,68.04000091552734,68.41999816894531,1457700.0,52.627098083496094
6626,2012-03-02 00:00:00,32.0,37.0,0.0,33.4,19.0,21.0,0.0,20.4,0.0,85.416664,25.61111,30.01389,0.0,28.527779,67.70999908447266,66.7699966430664,67.63999938964844,66.87999725341797,870800.0,51.44257736206055
6843,2012-03-05 00:00:00,37.0,48.0,0.0,41.2,27.0,34.0,0.0,32.0,0.0035211267,76.29578,33.774647,41.21127,0.0,38.51549,67.80000305175781,66.91000366210938,67.80000305175781,67.25,1459600.0,51.72718048095703
6915,2012-03-06 00:00:00,28.0,37.0,0.0,32.0,16.0,28.0,0.0,25.2,0.0,58.21127,19.112677,32.295776,0.0,27.470423,66.66999816894531,65.7699966430664,66.5,65.87999725341797,2198800.0,50.67340087890625
6987,2012-03-07 00:00:00,19.0,41.0,0.0,28.8,12.0,21.0,0.0,20.8,0.0,56.625,17.166666,32.069443,0.0,25.841667,66.94999694824219,66.23999786376953,66.51000213623047,66.87000274658203,1175100.0,51.43488693237305
7059,2012-03-08 00:00:00,27.0,48.0,0.0,37.0,19.0,27.0,0.0,24.2,0.0,61.291668,23.0,35.63889,0.0,30.741667,69.93000030517578,68.58000183105469,68.80999755859375,69.55999755859375,1864900.0,53.50397491455078
7131,2012-03-09 00:00:00,32.0,59.0,0.0,41.2,25.0,30.0,0.0,29.8,0.0,59.26389,27.88889,43.555557,0.0,36.03611,69.9000015258789,69.45999908447266,69.55999755859375,69.55999755859375,1035600.0,53.50397491455078
7345,2012-03-12 00:00:00,34.0,37.0,0.0,35.4,23.0,28.0,0.0,27.0,0.007916667,82.708336,27.805555,32.86111,0.0,31.26389,70.9800033569336,70.04000091552734,70.19999694824219,70.88999938964844,1392100.0,54.52698516845703
7418,2012-03-13 00:00:00,37.0,39.0,0.0,38.4,21.0,32.0,0.0,29.2,0.010138889,81.458336,30.541666,36.0,0.0,34.25,71.69999694824219,70.91000366210938,71.01000213623047,71.69000244140625,1941400.0,55.14231872558594
7491,2012-03-14 00:00:00,32.0,41.0,0.0,35.0,19.0,32.0,0.0,29.2,0.0019444444,72.5,25.902779,34.444443,0.0,31.402779,72.0199966430664,71.27999877929688,71.6500015258789,71.43000030517578,1947700.0,54.94234085083008
7564,2012-03-15 00:00:00,43.0,45.0,0.0,44.4,32.0,32.0,0.0,32.0,0.021388888,93.833336,37.34722,39.125,0.0,38.580555,71.5199966430664,71.16000366210938,71.4800033569336,71.4000015258789,1620500.0,54.91926574707031
7637,2012-03-16 00:00:00,39.0,43.0,0.0,40.8,28.0,34.0,0.0,32.6,0.0018055555,84.15278,34.680557,39.26389,0.0,37.85,72.48999786376953,71.88999938964844,72.29000091552734,72.33999633789062,1720000.0,55.64228439331055
7856,2012-03-19 00:00:00,32.0,41.0,0.0,34.6,16.0,32.0,0.0,25.8,0.0,67.5,24.01389,34.88889,0.0,30.51389,72.54000091552734,71.9000015258789,72.01000213623047,72.38999938964844,982900.0,55.680747985839844
7929,2012-03-20 00:00:00,34.0,36.0,0.0,35.4,16.0,28.0,0.0,25.8,0.0070270267,82.35135,25.81081,31.243244,0.0,29.34054,72.37999725341797,71.9000015258789,72.0,72.37999725341797,772700.0,55.67304992675781
7967,2012-03-21 00:00:00,32.0,41.0,0.0,37.0,25.0,32.0,0.0,31.0,0.0,77.5,29.026316,35.86842,0.0,33.526314,72.69999694824219,72.19000244140625,72.62999725341797,72.45999908447266,821300.0,55.73459243774414
8006,2012-03-26 00:00:00,37.0,39.0,0.0,38.4,36.0,36.0,0.0,36.0,0.004102564,95.333336,36.333332,37.102566,0.0,37.266666,73.48999786376953,72.79000091552734,72.8499984741211,73.4800033569336,1035200.0,56.51914978027344
8046,2012-03-27 00:00:00,37.0,52.0,0.0,44.4,30.0,30.0,0.0,30.0,0.0,77.138885,34.34722,41.791668,0.0,38.919445,73.37999725341797,72.81999969482422,73.22000122070312,72.88999938964844,1273500.0,56.065338134765625
8119,2012-03-28 00:00:00,41.0,46.0,0.0,44.6,34.0,37.0,0.0,37.0,0.002361111,84.916664,36.875,41.25,0.0,39.891666,72.97000122070312,71.97000122070312,72.97000122070312,72.33999633789062,851900.0,55.64228439331055
8192,2012-03-29 00:00:00,41.0,41.0,0.0,41.0,36.0,37.0,0.0,37.0,0.016666666,93.90278,37.72222,39.194443,0.0,38.941666,72.0199966430664,71.19000244140625,71.69999694824219,72.0,1782500.0,55.38077163696289
8265,2012-03-30 00:00:00,43.0,46.0,0.0,45.6,32.0,39.0,0.0,38.0,0.0085915495,82.28169,38.366196,43.59155,0.0,41.90986,73.06999969482422,72.38999938964844,72.4800033569336,72.72000122070312,1144800.0,55.93457794189453
8484,2012-04-02 00:00:00,36.0,46.0,0.0,40.6,28.0,30.0,0.0,29.4,0.0,81.18056,31.083334,37.125,0.0,34.84722,73.48999786376953,72.5,72.58000183105469,73.41999816894531,596400.0,56.472991943359375
8557,2012-04-03 00:00:00,36.0,55.0,0.0,43.2,27.0,27.0,0.0,27.0,0.0,72.50704,30.0,39.28169,0.0,35.498592,74.30999755859375,73.22000122070312,73.83999633789062,73.5199966430664,933100.0,56.54991149902344
8628,2012-04-04 00:00:00,36.0,41.0,0.0,38.8,32.0,34.0,0.0,33.4,0.0016666667,87.27778,32.944443,36.51389,0.0,35.488888,71.68000030517578,70.6500015258789,71.19000244140625,71.37000274658203,1980900.0,54.896183013916016
8701,2012-04-05 00:00:00,32.0,46.0,0.0,38.0,27.0,28.0,0.0,28.4,0.0,75.94444,29.402779,37.36111,0.0,34.21389,70.95999908447266,70.05999755859375,70.26000213623047,70.8499984741211,1335100.0,54.49622344970703
8990,2012-04-09 00:00:00,34.0,63.0,0.0,44.8,23.0,32.0,0.0,30.0,0.0,46.069443,27.069445,48.319443,0.0,37.855556,71.0,70.12999725341797,70.13999938964844,70.66999816894531,906600.0,54.35775375366211
9062,2012-04-10 00:00:00,43.0,64.0,0.0,50.0,28.0,34.0,0.0,32.6,0.0,58.15278,34.305557,49.875,0.0,42.675,70.97000122070312,70.06999969482422,70.86000061035156,70.06999969482422,1483600.0,53.896263122558594
9135,2012-04-11 00:00:00,45.0,68.0,0.0,54.4,32.0,36.0,0.0,34.6,0.0006944444,64.208336,38.430557,51.34722,0.0,45.58889,71.33000183105469,70.88999938964844,71.23999786376953,71.08999633789062,909300.0,54.680809020996094
9208,2012-04-12 00:00:00,45.0,54.0,0.0,48.6,32.0,41.0,0.0,38.0,0.00041666665,67.69444,37.65278,48.23611,0.0,44.113888,72.44000244140625,71.55999755859375,71.6500015258789,72.29000091552734,1234300.0,55.603851318359375
9281,2012-04-13 00:00:00,36.0,59.0,0.0,43.8,21.0,37.0,0.0,34.8,0.0,53.444443,29.51389,47.63889,0.0,38.825,71.31999969482422,70.2300033569336,71.2699966430664,70.86000061035156,931900.0,54.50390625
9497,2012-04-16 00:00:00,41.0,48.0,0.0,44.8,36.0,37.0,0.0,37.4,0.0,82.236115,38.291668,43.48611,0.0,41.844444,72.44999694824219,71.58999633789062,71.97000122070312,72.08000183105469,1234800.0,55.44230270385742
9569,2012-04-17 00:00:00,41.0,52.0,0.0,43.6,27.0,41.0,0.0,37.4,0.0,61.25,32.166668,46.13889,0.0,39.916668,72.83000183105469,72.26000213623047,72.72000122070312,72.44000244140625,2496200.0,55.71921157836914
9641,2012-04-18 00:00:00,41.0,52.0,0.0,45.4,30.0,39.0,0.0,38.0,0.0009722222,77.166664,36.47222,43.77778,0.0,41.03889,73.86000061035156,72.68000030517578,72.70999908447266,73.86000061035156,2735800.0,56.811431884765625
9714,2012-04-19 00:00:00,39.0,54.0,0.0,45.2,32.0,37.0,0.0,37.0,0.00125,72.59722,36.194443,45.625,0.0,41.675,73.69999694824219,72.93000030517578,73.36000061035156,73.19999694824219,1746500.0,56.30378341674805
9787,2012-04-20 00:00:00,46.0,57.0,0.0,52.4,39.0,41.0,0.0,40.4,0.00375,87.791664,43.625,47.36111,0.0,46.066666,73.58000183105469,72.69999694824219,73.30999755859375,72.77999877929688,1089600.0,55.98073196411133
10004,2012-04-23 00:00:00,54.0,77.0,0.0,64.6,39.0,41.0,0.0,40.4,0.0,62.319443,45.02778,59.291668,0.0,52.56389,72.08000183105469,71.26000213623047,71.86000061035156,71.94000244140625,732900.0,55.334617614746094
10077,2012-04-24 00:00:00,54.0,73.0,0.0,62.6,46.0,50.0,0.0,48.4,0.0015277778,75.013885,50.083332,59.02778,0.0,55.080555,71.76000213623047,70.9800033569336,71.22000122070312,71.44999694824219,1118600.0,56.187049865722656
10150,2012-04-25 00:00:00,52.0,70.0,0.0,56.4,37.0,46.0,0.0,46.0,0.0026388888,66.791664,45.01389,58.13889,0.0,51.655556,72.29000091552734,71.6500015258789,72.26000213623047,71.80000305175781,1140300.0,56.46229934692383
10223,2012-04-26 00:00:00,52.0,54.0,0.0,53.2,37.0,45.0,0.0,42.8,0.0075,88.84722,47.51389,51.0,0.0,49.744446,72.91000366210938,72.05999755859375,72.37000274658203,72.6500015258789,893000.0,57.130714416503906
10296,2012-04-27 00:00:00,39.0,55.0,0.0,43.8,28.0,39.0,0.0,37.8,0.0,61.444443,33.26389,46.59722,0.0,40.975,73.16999816894531,72.56999969482422,72.69000244140625,72.63999938964844,861600.0,57.122840881347656
10513,2012-04-30 00:00:00,46.0,55.0,0.0,51.6,41.0,43.0,0.0,43.0,0.008194445,90.125,44.22222,46.930557,0.0,46.197224,72.63999938964844,71.33000183105469,71.9000015258789,72.62000274658203,2093800.0,57.10713577270508
10586,2012-05-01 00:00:00,43.0,50.0,0.0,44.6,32.0,39.0,0.0,37.0,0.00055555557,76.638885,36.333332,43.430557,0.0,41.005554,74.1500015258789,72.68000030517578,72.93000030517578,73.20999908447266,1348300.0,57.57109451293945
10659,2012-05-02 00:00:00,37.0,50.0,0.0,44.4,32.0,37.0,0.0,35.8,0.0,74.52778,35.625,43.319443,0.0,40.719444,73.1500015258789,72.69000244140625,72.93000030517578,72.91999816894531,890300.0,57.34303283691406
10731,2012-05-03 00:00:00,41.0,46.0,0.0,43.8,32.0,32.0,0.0,32.0,0.0008333333,86.59722,36.76389,40.65278,0.0,39.444443,75.06999969482422,74.25,74.9800033569336,74.33000183105469,2300000.0,58.45183563232422
10804,2012-05-04 00:00:00,41.0,54.0,0.0,46.2,36.0,39.0,0.0,38.4,0.010972222,78.56944,37.90278,44.84722,0.0,42.18889,74.02999877929688,73.06999969482422,73.80000305175781,73.55999755859375,1601800.0,57.84632110595703
11021,2012-05-07 00:00:00,39.0,68.0,0.0,49.6,32.0,34.0,0.0,33.4,0.0,56.319443,35.22222,52.34722,0.0,43.958332,75.08000183105469,74.26000213623047,74.31999969482422,74.91999816894531,1589600.0,58.91580581665039
11093,2012-05-08 00:00:00,41.0,72.0,0.0,53.4,36.0,37.0,0.0,37.4,0.0,53.791668,37.958332,57.541668,0.0,47.2,73.4800033569336,72.37000274658203,73.12000274658203,72.80000305175781,1278800.0,57.2486686706543
11165,2012-05-09 00:00:00,41.0,64.0,0.0,50.0,14.0,46.0,0.0,29.2,0.0,39.180557,29.180555,56.125,0.0,41.344444,71.97000122070312,70.94999694824219,71.48999786376953,71.70999908447266,1446400.0,56.391517639160156
11237,2012-05-10 00:00:00,25.0,55.0,0.0,34.6,12.0,32.0,0.0,27.0,0.0,34.958332,18.472221,45.958332,0.0,31.480556,72.08000183105469,71.44999694824219,71.75,71.55999755859375,1007000.0,56.27355194091797
11309,2012-05-11 00:00:00,32.0,63.0,0.0,40.8,14.0,28.0,0.0,27.0,0.0,47.791668,23.76389,45.75,0.0,34.205555,72.66000366210938,71.36000061035156,71.45999908447266,71.94999694824219,503900.0,56.580230712890625
11525,2012-05-14 00:00:00,45.0,82.0,0.0,57.8,28.0,39.0,0.0,38.6,0.0,45.52778,37.5,62.51389,0.0,48.394444,71.62000274658203,70.5,70.63999938964844,71.48999786376953,1817900.0,56.21851348876953
11597,2012-05-15 00:00:00,52.0,86.0,0.0,62.0,34.0,45.0,0.0,41.8,0.0,49.59722,42.22222,64.55556,0.0,52.302776,71.0199966430664,70.30999755859375,70.72000122070312,70.83000183105469,1739900.0,55.69948959350586
11669,2012-05-16 00:00:00,46.0,75.0,0.0,55.8,23.0,46.0,0.0,38.8,0.0,43.194443,36.694443,62.98611,0.0,48.055553,70.6500015258789,69.70999908447266,69.83000183105469,70.0999984741211,3142200.0,55.12542724609375
11741,2012-05-17 00:00:00,41.0,66.0,0.0,51.4,32.0,46.0,0.0,42.8,0.0,49.7,36.814285,56.42857,0.0,46.874287,70.23999786376953,69.30000305175781,69.94999694824219,69.38999938964844,3000900.0,54.56711196899414
11811,2012-05-18 00:00:00,39.0,63.0,0.0,47.4,27.0,45.0,0.0,40.4,0.0,48.157143,32.785713,53.385715,0.0,43.154285,68.80999755859375,67.80000305175781,68.72000122070312,68.33000183105469,2565500.0,53.73354721069336
11974,2012-05-21 00:00:00,48.0,48.0,0.0,48.0,48.0,48.0,0.0,48.0,0.01,100.0,48.0,48.0,0.0,48.0,68.83000183105469,67.88999938964844,68.1500015258789,68.72000122070312,1785500.0,54.04023361206055
11976,2012-05-22 00:00:00,45.0,59.0,0.0,52.4,36.0,46.0,0.0,43.8,0.0,61.945946,40.054054,53.054054,0.0,47.664864,69.19000244140625,68.30999755859375,68.86000061035156,68.63999938964844,2113000.0,53.97731018066406
12013,2012-05-23 00:00:00,41.0,50.0,0.0,45.6,39.0,45.0,0.0,43.6,0.0,83.666664,40.866665,45.733334,0.0,44.13333,67.7699966430664,66.69000244140625,67.33999633789062,67.58999633789062,3600000.0,53.1516227722168
12028,2012-05-24 00:00:00,45.0,55.0,0.0,49.2,37.0,45.0,0.0,41.8,0.0045652175,74.67391,41.304348,49.413044,0.0,46.369564,68.83999633789062,67.66000366210938,67.81999969482422,68.62000274658203,4218900.0,53.96158981323242
12075,2012-05-25 00:00:00,41.0,59.0,0.0,46.8,27.0,39.0,0.0,38.4,0.0,52.72222,32.944443,51.625,0.0,42.4,68.69000244140625,67.7300033569336,67.91000366210938,68.27999877929688,1865800.0,53.6942138671875
12364,2012-05-29 00:00:00,46.0,63.0,0.0,51.6,36.0,48.0,0.0,45.6,0.0,57.319443,39.541668,55.458332,0.0,48.077778,69.08000183105469,68.54000091552734,69.01000213623047,68.94999694824219,1304700.0,54.22109603881836
12436,2012-05-30 00:00:00,41.0,66.0,0.0,51.0,37.0,46.0,0.0,43.8,0.0,53.30986,38.69014,56.78873,0.0,48.028168,68.30999755859375,67.36000061035156,68.13999938964844,67.5199966430664,1587600.0,53.09656524658203
12507,2012-05-31 00:00:00,54.0,63.0,0.0,57.2,37.0,48.0,0.0,46.8,0.0045714285,79.14286,47.42857,54.557144,0.0,51.600002,68.05999755859375,66.97000122070312,68.05999755859375,67.69999694824219,1326200.0,53.23811721801758
12578,2012-06-01 00:00:00,59.0,66.0,0.0,62.4,50.0,52.0,0.0,51.2,0.00068493147,88.945206,54.356163,58.054794,0.0,56.567123,66.13999938964844,64.98999786376953,65.76000213623047,65.56999969482422,3397400.0,51.5631217956543
12797,2012-06-04 00:00:00,54.0,68.0,0.0,62.0,46.0,50.0,0.0,48.4,0.007361111,80.666664,50.583332,57.02778,0.0,54.45,66.5,65.62000274658203,66.05999755859375,65.94999694824219,1457900.0,51.861942291259766
12870,2012-06-05 00:00:00,54.0,55.0,0.0,55.2,45.0,46.0,0.0,46.0,0.0125,91.208336,48.458332,51.01389,0.0,50.216667,66.12000274658203,65.55000305175781,65.70999908447266,66.0199966430664,1442600.0,51.916988372802734
12943,2012-06-06 00:00:00,45.0,46.0,0.0,46.4,36.0,37.0,0.0,37.4,0.0065277778,90.43056,39.194443,41.72222,0.0,41.108334,68.12000274658203,66.81999969482422,67.05000305175781,68.12000274658203,1151100.0,53.568397521972656
13016,2012-06-07 00:00:00,50.0,61.0,0.0,54.0,36.0,37.0,0.0,37.0,0.0030555555,84.333336,43.25,48.430557,0.0,46.383335,68.62000274658203,67.19999694824219,68.62000274658203,67.5999984741211,1747500.0,53.15946960449219
13089,2012-06-08 00:00:00,48.0,55.0,0.0,50.6,37.0,45.0,0.0,42.8,0.0,78.81944,43.15278,50.26389,0.0,47.38889,68.12999725341797,67.51000213623047,67.6500015258789,68.12999725341797,1566000.0,53.576263427734375
13304,2012-06-11 00:00:00,48.0,73.0,0.0,58.8,45.0,45.0,0.0,45.0,0.0,66.013885,46.02778,59.11111,0.0,52.825,68.56999969482422,67.12999725341797,68.36000061035156,67.19999694824219,2043200.0,52.84492111206055
13377,2012-06-12 00:00:00,54.0,72.0,0.0,59.4,43.0,45.0,0.0,44.4,0.0075,71.513885,48.125,58.541668,0.0,53.822224,69.11000061035156,67.76000213623047,68.4000015258789,69.01000213623047,1669300.0,54.26828384399414
13450,2012-06-13 00:00:00,54.0,59.0,0.0,55.6,46.0,48.0,0.0,47.2,0.0012328767,85.34247,49.36986,53.972603,0.0,52.30137,70.4000015258789,69.31999969482422,69.97000122070312,69.94000244140625,3221200.0,54.99961471557617
