,DATE,DailyMaxDewPointTemperature,DailyMaxDryBulbTemperature,DailyMaxWetBulbTemperature,DailyMaxRealTemperature,DailyMinDewPointTemperature,DailyMinDryBulbTemperature,DailyMinWetBulbTemperature,DailyMinRealTemperature,DailyAveragePrecipitation,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWetBulbTemperature,DailyAverageRealTemperature,High,Low,Open,Close,Volume,Adj Close
3896,2012-01-24 00:00:00,32.0,32.0,0.0,32.0,18.0,19.0,0.0,19.4,0.004507042,89.35211,22.450705,25.309858,0.0,24.580282,294.1341247558594,289.2892761230469,293.4534606933594,290.7557678222656,6105488.0,290.7557678222656
3968,2012-01-25 00:00:00,36.0,41.0,0.0,38.6,25.0,28.0,0.0,28.0,0.0044444446,70.18056,28.805555,38.02778,0.0,34.769444,289.6446533203125,283.4734802246094,289.0440368652344,285.030029296875,9965425.0,285.030029296875
4041,2012-01-26 00:00:00,34.0,41.0,0.0,38.0,12.0,32.0,0.0,23.2,0.0027777778,69.80556,25.930555,35.59722,0.0,31.969444,287.52752685546875,282.55755615234375,286.2762756347656,284.3343200683594,6445948.0,284.3343200683594
4114,2012-01-27 00:00:00,19.0,34.0,0.0,27.8,12.0,23.0,0.0,21.2,0.0,59.34722,16.166666,28.819445,0.0,24.297222,290.450439453125,284.949951171875,285.6756896972656,290.2802734375,7227765.0,290.2802734375
4332,2012-01-30 00:00:00,37.0,41.0,0.0,39.8,32.0,34.0,0.0,33.4,0.00056338025,88.746475,34.183098,37.19718,0.0,36.433804,290.290283203125,286.98699951171875,289.3143005371094,289.1341247558594,4656339.0,289.1341247558594
4404,2012-01-31 00:00:00,32.0,45.0,0.0,38.8,28.0,34.0,0.0,33.0,0.0,75.44444,30.61111,38.0,0.0,35.52222,292.29229736328125,287.86285400390625,291.7917785644531,290.3453369140625,4280515.0,290.3453369140625
4476,2012-02-01 00:00:00,34.0,36.0,0.0,35.4,28.0,32.0,0.0,30.6,0.0008333333,91.791664,31.027779,33.555557,0.0,32.669445,293.04302978515625,289.85986328125,292.76275634765625,290.7057189941406,4636759.0,290.7057189941406
4549,2012-02-02 00:00:00,32.0,36.0,0.0,34.6,32.0,32.0,0.0,32.0,0.0,95.875,32.0,33.25,0.0,32.825,293.4985046386719,291.3313293457031,292.72772216796875,292.84783935546875,4824571.0,292.84783935546875
4622,2012-02-03 00:00:00,32.0,39.0,0.0,35.0,25.0,25.0,0.0,25.0,0.0,88.111115,27.069445,30.527779,0.0,29.447222,298.8338317871094,294.3193054199219,295.6256408691406,298.4634704589844,6330663.0,298.4634704589844
4839,2012-02-06 00:00:00,27.0,36.0,0.0,33.0,16.0,18.0,0.0,17.4,0.0,79.22222,22.416666,28.180555,0.0,26.572222,305.7207336425781,297.30230712890625,297.80279541015625,304.849853515625,7351841.0,304.849853515625
4911,2012-02-07 00:00:00,23.0,39.0,0.0,30.0,18.0,25.0,0.0,23.0,0.0,61.875,19.027779,31.152779,0.0,26.652779,305.0,302.18218994140625,303.8788757324219,303.6886901855469,4180016.0,303.6886901855469
4983,2012-02-08 00:00:00,27.0,30.0,0.0,28.4,16.0,19.0,0.0,18.8,0.0,82.90278,21.152779,25.430555,0.0,24.572222,305.9809875488281,302.67266845703125,304.6246337890625,305.230224609375,3669127.0,305.230224609375
5056,2012-02-09 00:00:00,30.0,32.0,0.0,31.4,25.0,27.0,0.0,27.0,0.0,90.74286,27.9,30.257143,0.0,29.751429,307.55755615234375,304.8048095703125,306.3163146972656,306.0360412597656,4524871.0,306.0360412597656
5126,2012-02-10 00:00:00,32.0,36.0,0.0,34.6,28.0,30.0,0.0,30.0,0.0,96.38356,31.479452,32.52055,0.0,32.20274,304.3693542480469,302.30230712890625,304.2442321777344,303.2582702636719,4645750.0,303.2582702636719
5345,2012-02-13 00:00:00,34.0,39.0,0.0,37.8,27.0,32.0,0.0,30.6,0.0,88.291664,32.52778,35.73611,0.0,34.869446,307.22723388671875,305.3153076171875,305.5555419921875,306.4064025878906,3628967.0,306.4064025878906
5417,2012-02-14 00:00:00,27.0,37.0,0.0,31.8,19.0,23.0,0.0,21.8,0.0,77.161766,22.470589,29.264706,0.0,27.038235,306.3063049316406,302.68267822265625,306.0760803222656,305.1851806640625,3603793.0,305.1851806640625
5485,2012-02-15 00:00:00,25.0,37.0,0.0,31.8,21.0,23.0,0.0,22.4,0.0,83.12963,23.222221,28.018518,0.0,26.596296,306.7717590332031,301.5815734863281,306.7717590332031,303.08306884765625,4846948.0,303.08306884765625
5539,2012-02-16 00:00:00,30.0,32.0,0.0,31.4,23.0,25.0,0.0,24.4,0.0,87.69444,25.916666,29.277779,0.0,28.377777,304.709716796875,299.1641540527344,301.7117004394531,303.5635681152344,5056738.0,303.5635681152344
5612,2012-02-17 00:00:00,30.0,34.0,0.0,32.6,27.0,28.0,0.0,28.0,0.0,90.43056,28.51389,31.38889,0.0,30.427778,304.1191101074219,301.5014953613281,302.78778076171875,302.62261962890625,4893302.0,302.62261962890625
5901,2012-02-21 00:00:00,37.0,45.0,0.0,41.8,30.0,32.0,0.0,31.4,0.0,89.763885,33.90278,36.666668,0.0,35.95,309.2492370605469,301.7417297363281,302.23724365234375,307.30731201171875,4956638.0,307.30731201171875
5973,2012-02-22 00:00:00,36.0,46.0,0.0,41.8,25.0,28.0,0.0,28.0,0.0,78.02778,32.305557,38.930557,0.0,36.7,308.6986999511719,303.6586608886719,306.2862854003906,304.2742614746094,3930066.0,304.2742614746094
6046,2012-02-23 00:00:00,28.0,43.0,0.0,34.0,18.0,27.0,0.0,25.8,0.0,70.416664,24.916666,34.319443,0.0,30.833334,304.2742614746094,300.4754638671875,303.8038024902344,303.3583679199219,4105890.0,303.3583679199219
6118,2012-02-24 00:00:00,32.0,34.0,0.0,33.4,25.0,27.0,0.0,26.4,0.0026388888,92.513885,29.38889,31.25,0.0,30.88611,306.1311340332031,303.05804443359375,303.9789733886719,305.2552490234375,3867329.0,305.2552490234375
6336,2012-02-27 00:00:00,19.0,28.0,0.0,23.2,10.0,14.0,0.0,13.6,0.0,72.97222,13.916667,21.694445,0.0,19.322222,306.4864807128906,302.83282470703125,303.5986022949219,304.9599609375,3624172.0,304.9599609375
6408,2012-02-28 00:00:00,18.0,32.0,0.0,27.0,7.0,9.0,0.0,8.6,0.0,75.375,13.680555,20.666666,0.0,18.605556,310.1951904296875,304.1441345214844,305.3052978515625,309.5045166015625,5689505.0,309.5045166015625
6480,2012-02-29 00:00:00,28.0,34.0,0.0,31.8,16.0,21.0,0.0,20.0,0.0031944443,86.638885,23.597221,27.26389,0.0,26.269444,313.11309814453125,308.05804443359375,309.609619140625,309.4344482421875,6267526.0,309.4344482421875
6553,2012-03-01 00:00:00,30.0,34.0,0.0,31.8,25.0,25.0,0.0,25.0,0.0029166667,91.05556,27.875,30.541666,0.0,29.663889,313.1631774902344,309.3843688964844,311.4414367675781,311.5115051269531,4470925.0,311.5115051269531
6626,2012-03-02 00:00:00,32.0,37.0,0.0,33.4,19.0,21.0,0.0,20.4,0.0,85.416664,25.61111,30.01389,0.0,28.527779,312.31231689453125,310.470458984375,311.3113098144531,310.9359436035156,3143453.0,310.9359436035156
6843,2012-03-05 00:00:00,37.0,48.0,0.0,41.2,27.0,34.0,0.0,32.0,0.0035211267,76.29578,33.774647,41.21127,0.0,38.51549,311.5565490722656,305.9960021972656,310.5255126953125,307.43243408203125,3183413.0,307.43243408203125
6915,2012-03-06 00:00:00,28.0,37.0,0.0,32.0,16.0,28.0,0.0,25.2,0.0,58.21127,19.112677,32.295776,0.0,27.470423,304.709716796875,297.21722412109375,304.3293151855469,302.78277587890625,6342451.0,302.78277587890625
6987,2012-03-07 00:00:00,19.0,41.0,0.0,28.8,12.0,21.0,0.0,20.8,0.0,56.625,17.166666,32.069443,0.0,25.841667,305.9009094238281,303.2332458496094,304.829833984375,303.7037048339844,2526471.0,303.7037048339844
7059,2012-03-08 00:00:00,27.0,48.0,0.0,37.0,19.0,27.0,0.0,24.2,0.0,61.291668,23.0,35.63889,0.0,30.741667,306.0560607910156,303.4784851074219,305.3253173828125,303.8738708496094,2688309.0,303.8738708496094
7131,2012-03-09 00:00:00,32.0,59.0,0.0,41.2,25.0,30.0,0.0,29.8,0.0,59.26389,27.88889,43.555557,0.0,36.03611,306.2562561035156,300.30029296875,304.2792663574219,300.4254150390625,5335859.0,300.4254150390625
7345,2012-03-12 00:00:00,34.0,37.0,0.0,35.4,23.0,28.0,0.0,27.0,0.007916667,82.708336,27.805555,32.86111,0.0,31.26389,303.8038024902344,299.929931640625,300.30029296875,302.87786865234375,3334662.0,302.87786865234375
7418,2012-03-13 00:00:00,37.0,39.0,0.0,38.4,21.0,32.0,0.0,29.2,0.010138889,81.458336,30.541666,36.0,0.0,34.25,309.2342224121094,303.07806396484375,304.6796875,309.1991882324219,4487108.0,309.1991882324219
7491,2012-03-14 00:00:00,32.0,41.0,0.0,35.0,19.0,32.0,0.0,29.2,0.0019444444,72.5,25.902779,34.444443,0.0,31.402779,311.7016906738281,307.03704833984375,307.80780029296875,308.3033142089844,5867926.0,308.3033142089844
7564,2012-03-15 00:00:00,43.0,45.0,0.0,44.4,32.0,32.0,0.0,32.0,0.021388888,93.833336,37.34722,39.125,0.0,38.580555,312.06207275390625,307.72271728515625,308.6086120605469,310.8758850097656,4865330.0,310.8758850097656
7637,2012-03-16 00:00:00,39.0,43.0,0.0,40.8,28.0,34.0,0.0,32.6,0.0018055555,84.15278,34.680557,39.26389,0.0,37.85,313.2682800292969,310.3353271484375,310.7557678222656,312.83282470703125,6094899.0,312.83282470703125
7856,2012-03-19 00:00:00,32.0,41.0,0.0,34.6,16.0,32.0,0.0,25.8,0.0,67.5,24.01389,34.88889,0.0,30.51389,318.9539489746094,310.9309387207031,311.87188720703125,317.30731201171875,4341254.0,317.30731201171875
7929,2012-03-20 00:00:00,34.0,36.0,0.0,35.4,16.0,28.0,0.0,25.8,0.0070270267,82.35135,25.81081,31.243244,0.0,29.34054,318.3483581542969,313.9489440917969,315.7757873535156,317.06207275390625,3077919.0,317.06207275390625
7967,2012-03-21 00:00:00,32.0,41.0,0.0,37.0,25.0,32.0,0.0,31.0,0.0,77.5,29.026316,35.86842,0.0,33.526314,324.0190124511719,316.5715637207031,317.62261962890625,320.310302734375,4934261.0,320.310302734375
8006,2012-03-26 00:00:00,37.0,39.0,0.0,38.4,36.0,36.0,0.0,36.0,0.004102564,95.333336,36.333332,37.102566,0.0,37.266666,325.070068359375,320.090087890625,322.82281494140625,324.989990234375,3634762.0,324.989990234375
8046,2012-03-27 00:00:00,37.0,52.0,0.0,44.4,30.0,30.0,0.0,30.0,0.0,77.138885,34.34722,41.791668,0.0,38.919445,327.07708740234375,322.72271728515625,323.8388366699219,323.8338317871094,4010386.0,323.8338317871094
8119,2012-03-28 00:00:00,41.0,46.0,0.0,44.6,34.0,37.0,0.0,37.0,0.002361111,84.916664,36.875,41.25,0.0,39.891666,329.6246337890625,325.8658752441406,326.3413391113281,328.2082214355469,5072722.0,328.2082214355469
8192,2012-03-29 00:00:00,41.0,41.0,0.0,41.0,36.0,37.0,0.0,37.0,0.016666666,93.90278,37.72222,39.194443,0.0,38.941666,328.6236267089844,322.47247314453125,327.04705810546875,324.529541015625,3844751.0,324.529541015625
8265,2012-03-30 00:00:00,43.0,46.0,0.0,45.6,32.0,39.0,0.0,38.0,0.0085915495,82.28169,38.366196,43.59155,0.0,41.90986,327.07208251953125,320.8208312988281,326.2012023925781,320.9409484863281,4616779.0,320.9409484863281
8484,2012-04-02 00:00:00,36.0,46.0,0.0,40.6,28.0,30.0,0.0,29.4,0.0,81.18056,31.083334,37.125,0.0,34.84722,324.0740661621094,317.73773193359375,320.7057189941406,323.7837829589844,4563832.0,323.7837829589844
8557,2012-04-03 00:00:00,36.0,55.0,0.0,43.2,27.0,27.0,0.0,27.0,0.0,72.50704,30.0,39.28169,0.0,35.498592,324.2992858886719,319.6396484375,323.02801513671875,321.6316223144531,4085710.0,321.6316223144531
8628,2012-04-04 00:00:00,36.0,41.0,0.0,38.8,32.0,34.0,0.0,33.4,0.0016666667,87.27778,32.944443,36.51389,0.0,35.488888,319.81982421875,315.8658752441406,319.5445556640625,317.89288330078125,3251945.0,317.89288330078125
8701,2012-04-05 00:00:00,32.0,46.0,0.0,38.0,27.0,28.0,0.0,28.4,0.0,75.94444,29.402779,37.36111,0.0,34.21389,318.5335388183594,314.599609375,316.4364318847656,316.4764709472656,4632763.0,316.4764709472656
8990,2012-04-09 00:00:00,34.0,63.0,0.0,44.8,23.0,32.0,0.0,30.0,0.0,46.069443,27.069445,48.319443,0.0,37.855556,317.98297119140625,312.95794677734375,314.5545654296875,315.7357482910156,4361035.0,315.7357482910156
9062,2012-04-10 00:00:00,43.0,64.0,0.0,50.0,28.0,34.0,0.0,32.6,0.0,58.15278,34.305557,49.875,0.0,42.675,317.56756591796875,312.58758544921875,317.07708740234375,313.7437438964844,4959036.0,313.7437438964844
9135,2012-04-11 00:00:00,45.0,68.0,0.0,54.4,32.0,36.0,0.0,34.6,0.0006944444,64.208336,38.430557,51.34722,0.0,45.58889,318.3183288574219,315.9659729003906,317.30230712890625,318.2983093261719,4393602.0,318.2983093261719
9208,2012-04-12 00:00:00,45.0,54.0,0.0,48.6,32.0,41.0,0.0,38.0,0.00041666665,67.69444,37.65278,48.23611,0.0,44.113888,326.89691162109375,320.450439453125,321.4964904785156,325.8308410644531,11501687.0,325.8308410644531
9281,2012-04-13 00:00:00,36.0,59.0,0.0,43.8,21.0,37.0,0.0,34.8,0.0,53.444443,29.51389,47.63889,0.0,38.825,324.81982421875,312.08209228515625,324.0990905761719,312.61260986328125,16302281.0,312.61260986328125
9497,2012-04-16 00:00:00,41.0,48.0,0.0,44.8,36.0,37.0,0.0,37.4,0.0,82.236115,38.291668,43.48611,0.0,41.844444,312.21722412109375,301.1311340332031,311.8117980957031,303.3383483886719,11372816.0,303.3383483886719
9569,2012-04-17 00:00:00,41.0,52.0,0.0,43.6,27.0,41.0,0.0,37.4,0.0,61.25,32.166668,46.13889,0.0,39.916668,309.1541442871094,303.8088073730469,304.5845947265625,305.090087890625,6041752.0,305.090087890625
9641,2012-04-18 00:00:00,41.0,52.0,0.0,45.4,30.0,39.0,0.0,38.0,0.0009722222,77.166664,36.47222,43.77778,0.0,41.03889,306.7066955566406,301.7066955566406,304.3293151855469,304.0290222167969,5333661.0,304.0290222167969
9714,2012-04-19 00:00:00,39.0,54.0,0.0,45.2,32.0,37.0,0.0,37.0,0.00125,72.59722,36.194443,45.625,0.0,41.675,308.4384460449219,299.7998046875,303.1481628417969,299.949951171875,6582611.0,299.949951171875
9787,2012-04-20 00:00:00,46.0,57.0,0.0,52.4,39.0,41.0,0.0,40.4,0.00375,87.791664,43.625,47.36111,0.0,46.066666,304.729736328125,298.2132263183594,302.42742919921875,298.3283386230469,6110683.0,298.3283386230469
10004,2012-04-23 00:00:00,54.0,77.0,0.0,64.6,39.0,41.0,0.0,40.4,0.0,62.319443,45.02778,59.291668,0.0,52.56389,299.5245361328125,295.3953857421875,296.7467346191406,299.0990905761719,4391204.0,299.0990905761719
10077,2012-04-24 00:00:00,54.0,73.0,0.0,62.6,46.0,50.0,0.0,48.4,0.0015277778,75.013885,50.083332,59.02778,0.0,55.080555,303.6186218261719,298.9589538574219,299.41943359375,300.9359436035156,3854342.0,300.9359436035156
10150,2012-04-25 00:00:00,52.0,70.0,0.0,56.4,37.0,46.0,0.0,46.0,0.0026388888,66.791664,45.01389,58.13889,0.0,51.655556,305.9809875488281,301.7417297363281,302.30230712890625,305.1651611328125,3638558.0,305.1651611328125
10223,2012-04-26 00:00:00,52.0,54.0,0.0,53.2,37.0,45.0,0.0,42.8,0.0075,88.84722,47.51389,51.0,0.0,49.744446,309.3092956542969,305.1551513671875,305.7607727050781,308.04302978515625,4180815.0,308.04302978515625
10296,2012-04-27 00:00:00,39.0,55.0,0.0,43.8,28.0,39.0,0.0,37.8,0.0,61.444443,33.26389,46.59722,0.0,40.975,308.6786804199219,305.6055908203125,307.81781005859375,307.79779052734375,3269527.0,307.79779052734375
10513,2012-04-30 00:00:00,46.0,55.0,0.0,51.6,41.0,43.0,0.0,43.0,0.008194445,90.125,44.22222,46.930557,0.0,46.197224,308.3483581542969,300.6055908203125,306.8017883300781,302.72772216796875,4809785.0,302.72772216796875
10586,2012-05-01 00:00:00,43.0,50.0,0.0,44.6,32.0,39.0,0.0,37.0,0.00055555557,76.638885,36.333332,43.430557,0.0,41.005554,306.1061096191406,300.3953857421875,302.19720458984375,302.51751708984375,4000595.0,302.51751708984375
10659,2012-05-02 00:00:00,37.0,50.0,0.0,44.4,32.0,37.0,0.0,35.8,0.0,74.52778,35.625,43.319443,0.0,40.719444,304.3593444824219,300.6055908203125,300.9009094238281,303.9339294433594,3219777.0,303.9339294433594
10731,2012-05-03 00:00:00,41.0,46.0,0.0,43.8,32.0,32.0,0.0,32.0,0.0008333333,86.59722,36.76389,40.65278,0.0,39.444443,307.72271728515625,304.77978515625,305.1151123046875,305.8158264160156,3732264.0,305.8158264160156
10804,2012-05-04 00:00:00,41.0,54.0,0.0,46.2,36.0,39.0,0.0,38.4,0.010972222,78.56944,37.90278,44.84722,0.0,42.18889,304.2492370605469,298.7037048339844,303.2632751464844,298.7837829589844,4410385.0,298.7837829589844
11021,2012-05-07 00:00:00,39.0,68.0,0.0,49.6,32.0,34.0,0.0,33.4,0.0,56.319443,35.22222,52.34722,0.0,43.958332,305.590576171875,297.79779052734375,297.79779052734375,304.0790710449219,3985011.0,304.0790710449219
11093,2012-05-08 00:00:00,41.0,72.0,0.0,53.4,36.0,37.0,0.0,37.4,0.0,53.791668,37.958332,57.541668,0.0,47.2,308.7587585449219,300.6506652832031,303.06805419921875,306.7016906738281,5349245.0,306.7016906738281
11165,2012-05-09 00:00:00,41.0,64.0,0.0,50.0,14.0,46.0,0.0,29.2,0.0,39.180557,29.180555,56.125,0.0,41.344444,308.4985046386719,301.2062072753906,303.7137145996094,304.8798828125,4652942.0,304.8798828125
11237,2012-05-10 00:00:00,25.0,55.0,0.0,34.6,12.0,32.0,0.0,27.0,0.0,34.958332,18.472221,45.958332,0.0,31.480556,308.4034118652344,305.42041015625,306.7867736816406,307.13714599609375,3068728.0,307.13714599609375
11309,2012-05-11 00:00:00,32.0,63.0,0.0,40.8,14.0,28.0,0.0,27.0,0.0,47.791668,23.76389,45.75,0.0,34.205555,307.58258056640625,302.68768310546875,305.48046875,302.91790771484375,4194601.0,302.91790771484375
11525,2012-05-14 00:00:00,45.0,82.0,0.0,57.8,28.0,39.0,0.0,38.6,0.0,45.52778,37.5,62.51389,0.0,48.394444,304.5545654296875,300.590576171875,300.6907043457031,302.30230712890625,3645151.0,302.30230712890625
11597,2012-05-15 00:00:00,52.0,86.0,0.0,62.0,34.0,45.0,0.0,41.8,0.0,49.59722,42.22222,64.55556,0.0,52.302776,307.80780029296875,302.17718505859375,302.97796630859375,305.8608703613281,4199996.0,305.8608703613281
11669,2012-05-16 00:00:00,46.0,75.0,0.0,55.8,23.0,46.0,0.0,38.8,0.0,43.194443,36.694443,62.98611,0.0,48.055553,315.3653564453125,308.2782897949219,309.2892761230469,314.77978515625,9660530.0,314.77978515625
11741,2012-05-17 00:00:00,41.0,66.0,0.0,51.4,32.0,46.0,0.0,42.8,0.0,49.7,36.814285,56.42857,0.0,46.874287,319.2442321777344,310.9259338378906,317.23223876953125,311.8368225097656,6700892.0,311.8368225097656
11811,2012-05-18 00:00:00,39.0,63.0,0.0,47.4,27.0,45.0,0.0,40.4,0.0,48.157143,32.785713,53.385715,0.0,43.154285,316.5265197753906,298.6486511230469,312.86285400390625,300.50048828125,11935053.0,300.50048828125
11974,2012-05-21 00:00:00,48.0,48.0,0.0,48.0,48.0,48.0,0.0,48.0,0.01,100.0,48.0,48.0,0.0,48.0,308.1531677246094,300.30029296875,300.5555419921875,307.36236572265625,6144649.0,307.36236572265625
11976,2012-05-22 00:00:00,45.0,59.0,0.0,52.4,36.0,46.0,0.0,43.8,0.0,61.945946,40.054054,53.054054,0.0,47.664864,307.21221923828125,298.2983093261719,307.02703857421875,300.7007141113281,6097696.0,300.7007141113281
12013,2012-05-23 00:00:00,41.0,50.0,0.0,45.6,39.0,45.0,0.0,43.6,0.0,83.666664,40.866665,45.733334,0.0,44.13333,305.1051025390625,298.8588562011719,301.1261291503906,305.0350341796875,6349844.0,305.0350341796875
12028,2012-05-24 00:00:00,45.0,55.0,0.0,49.2,37.0,45.0,0.0,41.8,0.0045652175,74.67391,41.304348,49.413044,0.0,46.369564,306.2662658691406,299.7347412109375,304.8848876953125,302.13214111328125,3778817.0,302.13214111328125
12075,2012-05-25 00:00:00,41.0,59.0,0.0,46.8,27.0,39.0,0.0,38.4,0.0,52.72222,32.944443,51.625,0.0,42.4,301.1661682128906,294.4344482421875,300.8008117675781,296.0610656738281,7156636.0,296.0610656738281
12364,2012-05-29 00:00:00,46.0,63.0,0.0,51.6,36.0,48.0,0.0,45.6,0.0,57.319443,39.541668,55.458332,0.0,48.077778,299.8648681640625,294.4544677734375,298.2032165527344,297.46746826171875,5206189.0,297.46746826171875
12436,2012-05-30 00:00:00,41.0,66.0,0.0,51.0,37.0,46.0,0.0,43.8,0.0,53.30986,38.69014,56.78873,0.0,48.028168,296.2462463378906,292.05706787109375,294.3743591308594,294.409423828125,3809587.0,294.409423828125
12507,2012-05-31 00:00:00,54.0,63.0,0.0,57.2,37.0,48.0,0.0,46.8,0.0045714285,79.14286,47.42857,54.557144,0.0,51.600002,295.2952880859375,289.789794921875,294.6546630859375,290.7207336425781,5930663.0,290.7207336425781
12578,2012-06-01 00:00:00,59.0,66.0,0.0,62.4,50.0,52.0,0.0,51.2,0.00068493147,88.945206,54.356163,58.054794,0.0,56.567123,286.6116027832031,284.45947265625,286.1811828613281,285.7757873535156,6109684.0,285.7757873535156
12797,2012-06-04 00:00:00,54.0,68.0,0.0,62.0,46.0,50.0,0.0,48.4,0.007361111,80.666664,50.583332,57.02778,0.0,54.45,290.5355224609375,285.290283203125,285.3953857421875,289.5845947265625,4860535.0,289.5845947265625
12870,2012-06-05 00:00:00,54.0,55.0,0.0,55.2,45.0,46.0,0.0,46.0,0.0125,91.208336,48.458332,51.01389,0.0,50.216667,289.3543395996094,283.5185241699219,288.01300048828125,285.490478515625,4675120.0,285.490478515625
12943,2012-06-06 00:00:00,45.0,46.0,0.0,46.4,36.0,37.0,0.0,37.4,0.0065277778,90.43056,39.194443,41.72222,0.0,41.108334,291.2762756347656,287.09210205078125,288.5285339355469,290.5755615234375,4187408.0,290.5755615234375
13016,2012-06-07 00:00:00,50.0,61.0,0.0,54.0,36.0,37.0,0.0,37.0,0.0030555555,84.333336,43.25,48.430557,0.0,46.383335,294.2392272949219,288.9139099121094,294.0940856933594,289.4044189453125,3513483.0,289.4044189453125
13089,2012-06-08 00:00:00,48.0,55.0,0.0,50.6,37.0,45.0,0.0,42.8,0.0,78.81944,43.15278,50.26389,0.0,47.38889,290.7908020019531,287.57757568359375,288.2132263183594,290.5155029296875,2817979.0,290.5155029296875
13304,2012-06-11 00:00:00,48.0,73.0,0.0,58.8,45.0,45.0,0.0,45.0,0.0,66.013885,46.02778,59.11111,0.0,52.825,292.95294189453125,283.6286315917969,292.39739990234375,284.5345458984375,5316878.0,284.5345458984375
13377,2012-06-12 00:00:00,54.0,72.0,0.0,59.4,43.0,45.0,0.0,44.4,0.0075,71.513885,48.125,58.541668,0.0,53.822224,285.4354248046875,279.569580078125,285.170166015625,282.83282470703125,6441952.0,282.83282470703125
13450,2012-06-13 00:00:00,54.0,59.0,0.0,55.6,46.0,48.0,0.0,47.2,0.0012328767,85.34247,49.36986,53.972603,0.0,52.30137,283.7837829589844,279.61962890625,281.1411437988281,280.8258361816406,3904492.0,280.8258361816406
